video_id,label
65975,Swiping Left
66038,Swiping Left
66158,Swiping Left
66309,Swiping Left
66504,Swiping Left
66521,Swiping Left
66754,Swiping Left
66780,Swiping Left
66909,Swiping Left
66990,Swiping Left
67012,Swiping Left
67024,Swiping Left
67121,Swiping Left
67155,Swiping Left
67376,Swiping Left
67458,Swiping Left
67568,Swiping Left
67573,Swiping Left
67739,Swiping Left
67854,Swiping Left
68133,Swiping Left
68161,Swiping Left
68182,Swiping Left
68240,Swiping Left
68241,Swiping Left
68518,Swiping Left
68532,Swiping Left
68547,Swiping Left
68674,Swiping Left
68824,Swiping Left
69009,Swiping Left
95,Swiping Right
100,Swiping Right
149,Swiping Right
297,Swiping Right
343,Swiping Right
351,Swiping Right
369,Swiping Right
373,Swiping Right
424,Swiping Right
489,Swiping Right
607,Swiping Right
720,Swiping Right
831,Swiping Right
874,Swiping Right
923,Swiping Right
1019,Swiping Right
1036,Swiping Right
1050,Swiping Right
1075,Swiping Right
1087,Swiping Right
1242,Swiping Right
1338,Swiping Right
1370,Swiping Right
1476,Swiping Right
1481,Swiping Right
1560,Swiping Right
1695,Swiping Right
1836,Swiping Right
2009,Swiping Right
2163,Swiping Right
2307,Swiping Right
2345,Swiping Right
2487,Swiping Right
2557,Swiping Right
2559,Swiping Right
2683,Swiping Right
2823,Swiping Right
2950,Swiping Right
3398,Swiping Right
3413,Swiping Right
3440,Swiping Right
3473,Swiping Right
3506,Swiping Right
3547,Swiping Right
3613,Swiping Right
3624,Swiping Right
3644,Swiping Right
3660,Swiping Right
3707,Swiping Right
3785,Swiping Right
3871,Swiping Right
3911,Swiping Right
4206,Swiping Right
4360,Swiping Right
4369,Swiping Right
4520,Swiping Right
4548,Swiping Right
4580,Swiping Right
4631,Swiping Right
4898,Swiping Right
5043,Swiping Right
5150,Swiping Right
5159,Swiping Right
5177,Swiping Right
5384,Swiping Right
5490,Swiping Right
5528,Swiping Right
5713,Swiping Right
5874,Swiping Right
5912,Swiping Right
5976,Swiping Right
6044,Swiping Right
6118,Swiping Right
6204,Swiping Right
6278,Swiping Right
6293,Swiping Right
6358,Swiping Right
6395,Swiping Right
6702,Swiping Right
6718,Swiping Right
6729,Swiping Right
6943,Swiping Right
7046,Swiping Right
7189,Swiping Right
7244,Swiping Right
7593,Swiping Right
7617,Swiping Right
7765,Swiping Right
7811,Swiping Right
7931,Swiping Right
7990,Swiping Right
8038,Swiping Right
8044,Swiping Right
8052,Swiping Right
8068,Swiping Right
8126,Swiping Right
8152,Swiping Right
8177,Swiping Right
8217,Swiping Right
8321,Swiping Right
8333,Swiping Right
8359,Swiping Right
8424,Swiping Right
8449,Swiping Right
8457,Swiping Right
8464,Swiping Right
8716,Swiping Right
8769,Swiping Right
8770,Swiping Right
9013,Swiping Right
9120,Swiping Right
9123,Swiping Right
9129,Swiping Right
9142,Swiping Right
9269,Swiping Right
9332,Swiping Right
9452,Swiping Right
9771,Swiping Right
9859,Swiping Right
9937,Swiping Right
10015,Swiping Right
10207,Swiping Right
10227,Swiping Right
10306,Swiping Right
10331,Swiping Right
10475,Swiping Right
10486,Swiping Right
10686,Swiping Right
10703,Swiping Right
10766,Swiping Right
10867,Swiping Right
10925,Swiping Right
11202,Swiping Right
11333,Swiping Right
11439,Swiping Right
11561,Swiping Right
11591,Swiping Right
11702,Swiping Right
11786,Swiping Right
11876,Swiping Right
11979,Swiping Right
12036,Swiping Right
12192,Swiping Right
12244,Swiping Right
12280,Swiping Right
12308,Swiping Right
12439,Swiping Right
12450,Swiping Right
12528,Swiping Right
12612,Swiping Right
12873,Swiping Right
12982,Swiping Right
13159,Swiping Right
13234,Swiping Right
13334,Swiping Right
13379,Swiping Right
13639,Swiping Right
13705,Swiping Right
13994,Swiping Right
14053,Swiping Right
14060,Swiping Right
14095,Swiping Right
14185,Swiping Right
14247,Swiping Right
14344,Swiping Right
14478,Swiping Right
14619,Swiping Right
14667,Swiping Right
14674,Swiping Right
14705,Swiping Right
14832,Swiping Right
14997,Swiping Right
15040,Swiping Right
15114,Swiping Right
15115,Swiping Right
15148,Swiping Right
15176,Swiping Right
15355,Swiping Right
15546,Swiping Right
15646,Swiping Right
15701,Swiping Right
15884,Swiping Right
15916,Swiping Right
15935,Swiping Right
15990,Swiping Right
16043,Swiping Right
16052,Swiping Right
16337,Swiping Right
16483,Swiping Right
16552,Swiping Right
16667,Swiping Right
16725,Swiping Right
16968,Swiping Right
17162,Swiping Right
17285,Swiping Right
17408,Swiping Right
17429,Swiping Right
17529,Swiping Right
17613,Swiping Right
17648,Swiping Right
17661,Swiping Right
17670,Swiping Right
17757,Swiping Right
17823,Swiping Right
18019,Swiping Right
18110,Swiping Right
18137,Swiping Right
18169,Swiping Right
18201,Swiping Right
18251,Swiping Right
18285,Swiping Right
18303,Swiping Right
18426,Swiping Right
18455,Swiping Right
18576,Swiping Right
18656,Swiping Right
18778,Swiping Right
18861,Swiping Right
19121,Swiping Right
19283,Swiping Right
19309,Swiping Right
19445,Swiping Right
19684,Swiping Right
19701,Swiping Right
19790,Swiping Right
19898,Swiping Right
20011,Swiping Right
20028,Swiping Right
20378,Swiping Right
20468,Swiping Right
20678,Swiping Right
20698,Swiping Right
21052,Swiping Right
21162,Swiping Right
21274,Swiping Right
21280,Swiping Right
21475,Swiping Right
21523,Swiping Right
21608,Swiping Right
21687,Swiping Right
21718,Swiping Right
21758,Swiping Right
21775,Swiping Right
21872,Swiping Right
22095,Swiping Right
22150,Swiping Right
22229,Swiping Right
22329,Swiping Right
22344,Swiping Right
22396,Swiping Right
22457,Swiping Right
22537,Swiping Right
22574,Swiping Right
22665,Swiping Right
22699,Swiping Right
22707,Swiping Right
22937,Swiping Right
22942,Swiping Right
22978,Swiping Right
22996,Swiping Right
23049,Swiping Right
23144,Swiping Right
23228,Swiping Right
23429,Swiping Right
23498,Swiping Right
23587,Swiping Right
23713,Swiping Right
23792,Swiping Right
23941,Swiping Right
23975,Swiping Right
24004,Swiping Right
24264,Swiping Right
24359,Swiping Right
24553,Swiping Right
24768,Swiping Right
24883,Swiping Right
25040,Swiping Right
25076,Swiping Right
25181,Swiping Right
25309,Swiping Right
25457,Swiping Right
25461,Swiping Right
25506,Swiping Right
25530,Swiping Right
25537,Swiping Right
25671,Swiping Right
25730,Swiping Right
25761,Swiping Right
25802,Swiping Right
26039,Swiping Right
26089,Swiping Right
26304,Swiping Right
26427,Swiping Right
26477,Swiping Right
26549,Swiping Right
26560,Swiping Right
26576,Swiping Right
26581,Swiping Right
26754,Swiping Right
26782,Swiping Right
26849,Swiping Right
26890,Swiping Right
27061,Swiping Right
27065,Swiping Right
27203,Swiping Right
27404,Swiping Right
27443,Swiping Right
27639,Swiping Right
27648,Swiping Right
27649,Swiping Right
27726,Swiping Right
27878,Swiping Right
27929,Swiping Right
27957,Swiping Right
28020,Swiping Right
28065,Swiping Right
28189,Swiping Right
28227,Swiping Right
28252,Swiping Right
28370,Swiping Right
28462,Swiping Right
28491,Swiping Right
28494,Swiping Right
28511,Swiping Right
28671,Swiping Right
28689,Swiping Right
28759,Swiping Right
28802,Swiping Right
28866,Swiping Right
28886,Swiping Right
28932,Swiping Right
29087,Swiping Right
29101,Swiping Right
29188,Swiping Right
29231,Swiping Right
29304,Swiping Right
29408,Swiping Right
29419,Swiping Right
29672,Swiping Right
29731,Swiping Right
29772,Swiping Right
29924,Swiping Right
30005,Swiping Right
30054,Swiping Right
30130,Swiping Right
30177,Swiping Right
30195,Swiping Right
30211,Swiping Right
30236,Swiping Right
30268,Swiping Right
30342,Swiping Right
30596,Swiping Right
30604,Swiping Right
30696,Swiping Right
30816,Swiping Right
30895,Swiping Right
30967,Swiping Right
30979,Swiping Right
31040,Swiping Right
31149,Swiping Right
31159,Swiping Right
31174,Swiping Right
31297,Swiping Right
31371,Swiping Right
31381,Swiping Right
31482,Swiping Right
31543,Swiping Right
31589,Swiping Right
31598,Swiping Right
31619,Swiping Right
31738,Swiping Right
31789,Swiping Right
31893,Swiping Right
31929,Swiping Right
32066,Swiping Right
32171,Swiping Right
32209,Swiping Right
32488,Swiping Right
32493,Swiping Right
32579,Swiping Right
32743,Swiping Right
32790,Swiping Right
32989,Swiping Right
33030,Swiping Right
33166,Swiping Right
33218,Swiping Right
33248,Swiping Right
33291,Swiping Right
33382,Swiping Right
33418,Swiping Right
33435,Swiping Right
33488,Swiping Right
33531,Swiping Right
33539,Swiping Right
33598,Swiping Right
33777,Swiping Right
33909,Swiping Right
33926,Swiping Right
33985,Swiping Right
34031,Swiping Right
34057,Swiping Right
34071,Swiping Right
34129,Swiping Right
34132,Swiping Right
34178,Swiping Right
34546,Swiping Right
34606,Swiping Right
34690,Swiping Right
35060,Swiping Right
35084,Swiping Right
35086,Swiping Right
35163,Swiping Right
35199,Swiping Right
35254,Swiping Right
35283,Swiping Right
35344,Swiping Right
35422,Swiping Right
35427,Swiping Right
35471,Swiping Right
35482,Swiping Right
35558,Swiping Right
35649,Swiping Right
35792,Swiping Right
35902,Swiping Right
35912,Swiping Right
35927,Swiping Right
35992,Swiping Right
36073,Swiping Right
36201,Swiping Right
36329,Swiping Right
36338,Swiping Right
36481,Swiping Right
36570,Swiping Right
36663,Swiping Right
36687,Swiping Right
36730,Swiping Right
37127,Swiping Right
37465,Swiping Right
37595,Swiping Right
37615,Swiping Right
37696,Swiping Right
37739,Swiping Right
37815,Swiping Right
37935,Swiping Right
38031,Swiping Right
38045,Swiping Right
38061,Swiping Right
38078,Swiping Right
38270,Swiping Right
38393,Swiping Right
38475,Swiping Right
38480,Swiping Right
38552,Swiping Right
38857,Swiping Right
38868,Swiping Right
39380,Swiping Right
39400,Swiping Right
39454,Swiping Right
39520,Swiping Right
39743,Swiping Right
39779,Swiping Right
39801,Swiping Right
39885,Swiping Right
40072,Swiping Right
40134,Swiping Right
40135,Swiping Right
40332,Swiping Right
40662,Swiping Right
40741,Swiping Right
40745,Swiping Right
40793,Swiping Right
40887,Swiping Right
41077,Swiping Right
41500,Swiping Right
41522,Swiping Right
41625,Swiping Right
41864,Swiping Right
41932,Swiping Right
41947,Swiping Right
41996,Swiping Right
42030,Swiping Right
42072,Swiping Right
42171,Swiping Right
42179,Swiping Right
42275,Swiping Right
42384,Swiping Right
42529,Swiping Right
42809,Swiping Right
42996,Swiping Right
43076,Swiping Right
43136,Swiping Right
43347,Swiping Right
43454,Swiping Right
43509,Swiping Right
43565,Swiping Right
43843,Swiping Right
43901,Swiping Right
44110,Swiping Right
44128,Swiping Right
44201,Swiping Right
44274,Swiping Right
44475,Swiping Right
44481,Swiping Right
44529,Swiping Right
44552,Swiping Right
44566,Swiping Right
44593,Swiping Right
44744,Swiping Right
44757,Swiping Right
44809,Swiping Right
44828,Swiping Right
44953,Swiping Right
44990,Swiping Right
44994,Swiping Right
44999,Swiping Right
45450,Swiping Right
45599,Swiping Right
45651,Swiping Right
45708,Swiping Right
45725,Swiping Right
45750,Swiping Right
45879,Swiping Right
46252,Swiping Right
46286,Swiping Right
46304,Swiping Right
46404,Swiping Right
46527,Swiping Right
46688,Swiping Right
46724,Swiping Right
46733,Swiping Right
46978,Swiping Right
47035,Swiping Right
47094,Swiping Right
47132,Swiping Right
47155,Swiping Right
47468,Swiping Right
47737,Swiping Right
47751,Swiping Right
47774,Swiping Right
47928,Swiping Right
48032,Swiping Right
48049,Swiping Right
48058,Swiping Right
48090,Swiping Right
48093,Swiping Right
48121,Swiping Right
48142,Swiping Right
48229,Swiping Right
48234,Swiping Right
48269,Swiping Right
48297,Swiping Right
48406,Swiping Right
48758,Swiping Right
48762,Swiping Right
48959,Swiping Right
49020,Swiping Right
49174,Swiping Right
49209,Swiping Right
49217,Swiping Right
49425,Swiping Right
49494,Swiping Right
49516,Swiping Right
49555,Swiping Right
49609,Swiping Right
49733,Swiping Right
49760,Swiping Right
50054,Swiping Right
50260,Swiping Right
50297,Swiping Right
50447,Swiping Right
50709,Swiping Right
50864,Swiping Right
51025,Swiping Right
51341,Swiping Right
51367,Swiping Right
51425,Swiping Right
51625,Swiping Right
51635,Swiping Right
51680,Swiping Right
51752,Swiping Right
51863,Swiping Right
52085,Swiping Right
52092,Swiping Right
52173,Swiping Right
52303,Swiping Right
52668,Swiping Right
52881,Swiping Right
52906,Swiping Right
53236,Swiping Right
53249,Swiping Right
53341,Swiping Right
53433,Swiping Right
53485,Swiping Right
53554,Swiping Right
53646,Swiping Right
53861,Swiping Right
54053,Swiping Right
54340,Swiping Right
54382,Swiping Right
54405,Swiping Right
54465,Swiping Right
